Title,Platforms,Publisher,Genre,Total_Sales,USA_Sales,EUR_Sales,Japan_Sales,Rating,Year
Golden Sun,GBA,Nintendo,Role-Playing,1.8,0.93,0.38,0.4,2.1,2001
Xenosaga Episode I: Der Wille zur Macht,PS2,Namco,Role-Playing,1.7,0.63,0.49,0.45,3.2,2003
Dragon Quest VI: Realms of Revelation,DS,Nintendo,Role-Playing,1.7,0.2,0.15,1.35,3.2,2011
NieR: Automata,PS4,Square Enix,Role-Playing,1.7,0.56,0.51,0.42,2.2,2017
Dragon Age: Origins    Read the review,PS3,Electronic Arts,Role-Playing,1.7,0.96,0.42,0.08,2.7,2009
Persona 5,PS4,Atlus,Role-Playing,1.6,0.62,0.34,0.48,2.2,2017
Dragon Quest VII: Fragments of the Forgotten Past,3DS,Nintendo,Role-Playing,1.6,0.13,0.13,1.31,3.1,2016
Dragon Quest V: Hand of the Heavenly Bride    Read the review,DS,Square Enix,Role-Playing,1.6,0.17,0.02,1.36,2.7,2009
Dark Cloud,PS2,Sony Computer Entertainment,Role-Playing,1.5,0.83,0.44,0.08,3,2001
Xenogears,PS,Square,Role-Playing,1.5,0.29,0.19,0.89,4,1998
Mass Effect 2,PS3,Electronic Arts,Role-Playing,1.5,0.78,0.46,0.03,2.7,2011
Dragon Quest Monsters: Joker 2,DS,Nintendo,Role-Playing,1.4,0.09,0.07,1.24,3.7,2011
Pok̩mon Super Mystery Dungeon,3DS,Nintendo,Role-Playing,1.4,0.51,0.46,0.35,2.9,2015
Final Fantasy XII: Revenant Wings    Read the review,DS,Square Enix,Role-Playing,1.4,0.33,0.41,0.54,3.2,2007
Monster Hunter Freedom,PSP,Capcom,Role-Playing,1.3,0.24,0.04,1.03,3.7,2006
Fallout 76    Read the review,PS4,Bethesda Softworks,Role-Playing,1.3,0.52,0.49,0.1,2.8,2018
Pok̩mon Mystery Dungeon: Gates to Infinity,3DS,Nintendo,Role-Playing,1.3,0.44,0.32,0.47,2.6,2013
Final Fantasy X / X-2 HD Remaster    Read the review,PS3,Square Enix,Role-Playing,1.3,0.43,0.39,0.32,3.6,2014
Mega Man Battle Network 3 Blue / White Version,GBA,Capcom,Role-Playing,1.3,0.39,0.02,0.85,3.3,2003
Dark Souls II    Read the review,PS3,Namco Bandai Games,Role-Playing,1.3,0.38,0.35,0.41,3.9,2015
Valkyria Chronicles    Read the review,PS3,Sega,Role-Playing,1.3,0.71,0.19,0.24,3.3,2008
Tales of Xillia    Read the review,PS3,Namco Bandai Games,Role-Playing,1.2,0.29,0.2,0.67,2.9,2013
Kingdom Hearts HD II.5 ReMIX    Read the review,PS3,Square Enix,Role-Playing,1.2,0.52,0.36,0.19,3.6,2014
Golden Sun: The Lost Age,GBA,Nintendo,Role-Playing,1.2,0.61,0.27,0.27,3.8,2003
Final Fantasy I & II: Dawn of Souls,GBA,Nintendo,Role-Playing,1.2,0.64,0.24,0.29,2.9,2004
Miitopia,3DS,Nintendo,Role-Playing,1.2,0.3,0.54,0.26,2.5,2017
Dragon Quest VIII: Journey of the Cursed King,3DS,Nintendo,Role-Playing,1.2,0.14,0.11,0.88,2.6,2017
Brave Fencer Musashi,PS,Square,Role-Playing,1.1,0.25,0.17,0.65,3.3,1998
The Elder Scrolls V: Skyrim VR,PS4,Bethesda Softworks,Role-Playing,1.1,0.47,0.47,0.01,3,2017
Dragon Age II,X360,Electronic Arts,Role-Playing,1.1,0.72,0.29,0.01,4,2011
Legend of Mana,PS,Square,Role-Playing,1.1,0.18,0.13,0.73,3.3,2000
Final Fantasy XII: The Zodiac Age,PS4,Square Enix,Role-Playing,1.1,0.37,0.41,0.16,2.9,2017
Untold Legends: Brotherhood of the Blade,PSP,Sony Online Entertainment,Role-Playing,1.1,0.54,0.33,0.01,4,2005
Final Fantasy Type-0 HD,PS4,Square Enix,Role-Playing,1,0.4,0.33,0.16,2.1,2015
Octopath Traveler    Read the review,NS,Nintendo,Role-Playing,1,0.49,0.23,0.23,3.8,2018
Dragon Age: Inquisition,XOne,Electronic Arts,Role-Playing,1,0.63,0.27,0,3.3,2014
Dark Cloud 2,PS2,Sony Computer Entertainment,Role-Playing,1,0.38,0.25,0.26,3.9,2003
Phantasy Star Portable,PSP,Sega,Role-Playing,1,0.21,0.06,0.63,2,2009
Wild ARMs,PS,Sony Computer Entertainment,Role-Playing,1,0.26,0.17,0.46,3.9,1997
SaGa Frontier 2,PS,Square EA,Role-Playing,0.9,0.1,0.07,0.71,2.1,2000
Xenoblade Chronicles    Read the review,Wii,Nintendo,Role-Playing,0.9,0.43,0.25,0.16,3.1,2012
Lost Odyssey,X360,Microsoft Game Studios,Role-Playing,0.9,0.45,0.26,0.11,3.5,2008
Final Fantasy X / X-2 HD Remaster,PS4,Square Enix,Role-Playing,0.9,0.34,0.36,0.07,3.4,2015
Ni no Kuni II: Revenant Kingdom,PS4,Namco Bandai Games,Role-Playing,0.9,0.33,0.31,0.12,3.2,2018
The Lord of the Rings: War in the North,X360,Warner Bros. Interactive,Role-Playing,0.9,0.55,0.24,0,3.4,2011
Phantasy Star Portable 2,PSP,Sega,Role-Playing,0.9,0.08,0.11,0.62,2.8,2010
Final Fantasy X / X-2 HD Remaster,PSV,Square Enix,Role-Playing,0.9,0.16,0.29,0.28,4,2014
Kingdoms of Amalur: Reckoning    Read the review,PS3,Electronic Arts,Role-Playing,0.8,0.37,0.29,0.09,2.4,2012
Xenoblade Chronicles X,WiiU,Nintendo,Role-Playing,0.8,0.34,0.29,0.15,3.7,2015
Rogue Galaxy,PS2,Sony Computer Entertainment,Role-Playing,0.8,0.24,0.16,0.39,2.1,2007
Shin Megami Tensei: Persona 4    Read the review,PS2,Atlus,Role-Playing,0.8,0.34,0.04,0.36,2.8,2008
Valkyrie Profile,PS,Enix,Role-Playing,0.8,0.07,0.05,0.63,3.3,2000
Golden Sun: Dark Dawn,DS,Nintendo,Role-Playing,0.8,0.53,0.1,0.13,2.8,2010
Too Human    Read the review,X360,Microsoft Game Studios,Role-Playing,0.8,0.38,0.3,0.03,2.7,2008
Unlimited Saga,PS2,Square Enix,Role-Playing,0.8,0.1,0.08,0.56,3.8,2003
Fire Emblem Echoes: Shadows of Valentia,3DS,Nintendo,Role-Playing,0.8,0.34,0.16,0.21,2.3,2017
Resonance of Fate    Read the review,PS3,Sega,Role-Playing,0.7,0.2,0.22,0.24,3,2010
Sword of Mana,GBA,Nintendo,Role-Playing,0.7,0.31,0.11,0.3,2.3,2003
Star Ocean: The Last Hope International    Read the review,PS3,Square Enix,Role-Playing,0.7,0.28,0.15,0.22,3.9,2010
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Square Enix,Role-Playing,0.7,0.18,0.01,0.5,2.6,2008
Infinite Undiscovery,X360,Square Enix,Role-Playing,0.7,0.34,0.18,0.12,3.3,2008
Monster Hunter Stories,3DS,Capcom,Role-Playing,0.7,0.14,0.15,0.39,2.8,2017
Rune Factory 4,3DS,Xseed Games,Role-Playing,0.7,0.4,0.01,0.22,3.1,2013
.hack//Mutation Part 2,PS2,Bandai,Role-Playing,0.7,0.23,0.18,0.2,4,2003
Wild ARMs 2,PS,Sony Computer Entertainment,Role-Playing,0.7,0.19,0.13,0.31,3.3,2000
Radiata Stories,PS2,Square Enix,Role-Playing,0.6,0.18,0.14,0.29,3.5,2005
Drakengard,PS2,Square Enix,Role-Playing,0.6,0.19,0.15,0.26,3.8,2004
Star Ocean: First Departure,PSP,Square Enix,Role-Playing,0.6,0.2,0.14,0.22,2.9,2008
Shin Megami Tensei: Persona 3 FES,PS2,Atlus,Role-Playing,0.6,0.22,0.2,0.16,2.6,2008
NieR,PS3,Square Enix,Role-Playing,0.6,0.17,0.19,0.2,3.3,2010
World of Final Fantasy,PS4,Square Enix,Role-Playing,0.6,0.24,0.21,0.09,2.8,2016
Sacred 2: Fallen Angel,PS3,CDV Software Entertainment,Role-Playing,0.6,0.22,0.23,0.08,2.3,2009
Dragon Age: Inquisition,PS3,Electronic Arts,Role-Playing,0.6,0.27,0.18,0.06,3.1,2014
Suikoden,PS,Konami,Role-Playing,0.6,0.21,0.14,0.21,3.4,1996
Final Fantasy Anniversary Edition,PSP,Square Enix,Role-Playing,0.6,0.39,0.02,0.13,3.5,2007
Shin Megami Tensei IV    Read the review,3DS,Atlus,Role-Playing,0.6,0.28,0,0.27,3.3,2013
Dragon Quest Builders: Revive Alefgard,PS4,Square Enix,Role-Playing,0.6,0.12,0.17,0.24,3.5,2016
Romancing SaGa,PS2,Square Enix,Role-Playing,0.6,0.06,0.04,0.47,3.5,2005
Final Fantasy: The 4 Heroes of Light    Read the review,DS,Square Enix,Role-Playing,0.6,0.22,0.1,0.23,3.8,2010
Beyond The Beyond,PS,Sony Computer Entertainment,Role-Playing,0.6,0.11,0.08,0.35,3.7,1996
3D Dot Game Heroes    Read the review,PS3,Atlus,Role-Playing,0.6,0.36,0.12,0.03,2.6,2010
Odin Sphere,PS2,Atlus,Role-Playing,0.6,0.23,0.18,0.09,2,2007
Bravely Second: End Layer,3DS,Nintendo,Role-Playing,0.6,0.22,0.11,0.2,2.8,2016
Lunar: Silver Star Story Complete,PS,Working Designs,Role-Playing,0.6,0.27,0.18,0.06,2.2,1999
Valkyria Chronicles II    Read the review,PSP,Sega,Role-Playing,0.5,0.12,0.16,0.18,3.5,2010
Two Worlds II,X360,SouthPeak Interactive,Role-Playing,0.5,0.4,0.07,0.03,2.1,2011
Dragon Ball: Fusions,3DS,Namco Bandai Games,Role-Playing,0.5,0.17,0.09,0.24,2.7,2016
Rune Factory: A Fantasy Harvest Moon    Read the review,DS,Natsume,Role-Playing,0.5,0.35,0.01,0.14,2.1,2007
Magician's Quest: Mysterious Times,DS,Konami,Role-Playing,0.5,0.04,0.01,0.48,3.4,2009
Tales of Symphonia: Dawn of the New World    Read the review,Wii,Namco Bandai,Role-Playing,0.5,0.21,0.05,0.24,3.1,2008
The 3rd Birthday,PSP,Square Enix,Role-Playing,0.5,0.13,0.07,0.27,2.2,2011
Mario & Luigi Superstar Saga + Bowser's Minions,3DS,Nintendo,Role-Playing,0.5,0.2,0.2,0.08,3.9,2017
Tactics Ogre: The Knight of Lodis,GBA,Atlus,Role-Playing,0.5,0.13,0.05,0.31,2.1,2002
Monster Hunter,PS2,Capcom,Role-Playing,0.5,0.11,0.08,0.28,3.6,2004
Dragon's Crown    Read the review,PS3,Atlus,Role-Playing,0.5,0.27,0.04,0.17,3.3,2013
Minecraft,NS,Mojang,Sandbox,1.9,0.69,0.56,0.52,8.1,2018
Duck Hunt,NES,Nintendo,Shooter,28.3,26.93,0.63,0.28,9.4,1985
Call of Duty: Modern Warfare 3,X360,Activision,Shooter,14.8,9.07,4.29,0.13,8.8,2011
Call of Duty: Black Ops II    Read the review,X360,Activision,Shooter,13.9,8.27,4.32,0.07,9.6,2012
Call of Duty: Modern Warfare 2    Read the review,X360,Activision,Shooter,13.5,8.54,3.63,0.08,8.6,2009
Call of Duty: Modern Warfare 3    Read the review,PS3,Activision,Shooter,13.4,5.54,5.78,0.49,9.5,2011
Halo 3    Read the review,X360,Microsoft Game Studios,Shooter,12.1,7.97,2.81,0.13,9.8,2007
Call of Duty: Ghosts,X360,Activision,Shooter,10.4,6.76,2.64,0.04,9.2,2013
Halo: Reach    Read the review,X360,Microsoft Game Studios,Shooter,10,7.08,2.01,0.08,8.9,2010
Call of Duty 4: Modern Warfare,X360,Activision,Shooter,9.4,5.98,2.39,0.13,8.8,2007
Halo 2,XB,Microsoft Game Studios,Shooter,8.5,6.82,1.53,0.05,7.6,2004
GoldenEye 007,N64,Nintendo,Shooter,8.1,5.8,2.01,0.13,7.8,1997
Call of Duty: Advanced Warfare,PS4,Activision,Shooter,7.5,2.84,3.34,0.14,8,2014
Call of Duty: Black Ops 3,XOne,Activision,Shooter,7.4,4.63,2.04,0.02,6.6,2015
Battlefield 1,PS4,Electronic Arts,Shooter,7.3,2.2,3.65,0.29,5.4,2016
Splatoon 2,NS,Nintendo,Shooter,7,1.9,1.8,3.01,5.6,2017
Gears of War 2    Read the review,X360,Microsoft Game Studios,Shooter,6.8,4.15,1.91,0.06,5,2008
Halo: Combat Evolved,XB,Microsoft,Shooter,6.4,4.98,1.3,0.08,4,2001
Gears of War    Read the review,X360,Microsoft Game Studios,Shooter,6.1,3.54,1.88,0.07,4.2,2006
Medal of Honor: Rising Sun,PS2,Electronic Arts,Shooter,5.1,1.98,2.23,0.13,5,2003
Link's Crossbow Training    Read the review,Wii,Nintendo,Shooter,5,3.05,1.17,0.29,4.2,2007
Splatoon    Read the review,WiiU,Nintendo,Shooter,4.7,1.58,1.3,1.56,2.2,2015
Star Wars Battlefront II (2017),PS4,Electronic Arts,Shooter,4.5,1.7,1.99,0.12,2,2017
Resistance: Fall of Man    Read the review,PS3,Sony Computer Entertainment,Shooter,4.4,1.74,1.72,0.14,2.3,2006
Call of Duty: Advanced Warfare,X360,Activision,Shooter,4.3,2.81,1.13,0,3.6,2014
Call of Duty: Advanced Warfare,PS3,Activision,Shooter,4.3,1.59,1.81,0.2,2.6,2014
Star Wars Battlefront (2015),XOne,Electronic Arts,Shooter,4.2,2.49,1.26,0.02,2.8,2015
Half-Life,PC,Sierra Entertainment,Shooter,4.1,4.03,0,0.09,2.2,1998
Star Fox 64,N64,Nintendo,Shooter,4,2.78,0.58,0.64,2.4,1997
Battlefield 4,PS4,Electronic Arts,Shooter,3.9,1.4,1.74,0.19,2.1,2013
Battlefield 4    Read the review,PS3,Electronic Arts,Shooter,3.6,1.31,1.5,0.27,3.3,2013
Star Wars Battlefront,PS2,LucasArts,Shooter,3.6,1.93,1.22,0.03,3.1,2004
Star Wars Battlefront II,PS2,LucasArts,Shooter,3.6,2.18,1.02,0.03,3.8,2005
James Bond 007: Agent Under Fire,PS2,Electronic Arts,Shooter,3.5,1.9,1.13,0.1,4,2001
Battlefield: Bad Company 2,X360,Electronic Arts,Shooter,3.5,2.11,1.01,0.04,3.7,2010
Halo: The Master Chief Collection    Read the review,XOne,Microsoft Studios,Shooter,3.4,2.06,1.04,0.03,3.5,2014
Max Payne,PS2,Rockstar Games,Shooter,3.3,1.99,1.05,0.05,3.7,2001
Titanfall,XOne,Electronic Arts,Shooter,3.1,1.88,0.91,0.04,3.7,2014
Borderlands 2,X360,2K Games,Shooter,3.1,1.89,0.88,0.04,2.8,2013
Killzone 2    Read the review,PS3,Sony Computer Entertainment,Shooter,3,1.4,1.07,0.08,2.1,2009
Far Cry 3    Read the review,X360,Ubisoft,Shooter,3,1.38,1.33,0.02,2.9,2012
SOCOM II: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Shooter,2.9,2.22,0.51,0.06,3.3,2003
Call of Duty: Finest Hour,PS2,Activision,Shooter,2.9,1.51,1.12,0.01,3.1,2004
BioShock    Read the review,X360,2K Games,Shooter,2.8,1.65,0.85,0.05,2,2007
Medal of Honor,PS3,Electronic Arts,Shooter,2.8,1.28,1.04,0.07,3,2010
Call of Duty 3,X360,Activision,Shooter,2.7,1.49,0.92,0.02,3.1,2006
Medal of Honor    Read the review,X360,Electronic Arts,Shooter,2.6,1.58,0.8,0.04,3.8,2010
Resistance 2    Read the review,PS3,Sony Computer Entertainment,Shooter,2.5,1.15,0.84,0.1,3.9,2008
Halo: Combat Evolved Anniversary    Read the review,X360,Microsoft Studios,Shooter,2.4,1.44,0.71,0.04,2.6,2011
BioShock 2    Read the review,X360,2K Games,Shooter,2.2,1.45,0.54,0.02,3.8,2010
Battlefield: Hardline,PS4,Electronic Arts,Shooter,2.2,0.72,0.97,0.14,2.5,2015
Tom Clancy's Rainbow Six: Vegas,X360,Ubisoft,Shooter,2,1.09,0.65,0.02,3,2006
Call of Duty: Black Ops 3,PS3,Activision,Shooter,2,0.65,0.92,0.07,2.3,2015
Turok 2: Seeds of Evil,N64,Acclaim Entertainment,Shooter,1.9,1.37,0.41,0.04,2.9,1998
BioShock Infinite,PS3,2K Games,Shooter,1.8,0.74,0.74,0.04,2.8,2013
Metroid Prime 3: Corruption,Wii,Nintendo,Shooter,1.8,0.89,0.74,0.07,3.7,2007
Dishonored,X360,Bethesda Softworks,Shooter,1.7,1.06,0.5,0.01,3,2013
Titanfall 2,PS4,Electronic Arts,Shooter,1.7,0.75,0.62,0.06,2.1,2016
Call of Duty Black Ops: Declassified,PSV,Activision,Shooter,1.7,0.74,0.52,0.07,3.6,2012
SOCOM 3: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Shooter,1.7,1.22,0.34,0.04,3.8,2005
Super Scope 6,SNES,Nintendo,Shooter,1.6,1.06,0.38,0.15,4,1992
Rage,X360,Bethesda Softworks,Shooter,1.6,0.82,0.6,0.03,2.6,2011
BioShock 2    Read the review,PS3,2K Games,Shooter,1.6,0.85,0.46,0.02,4,2010
007: The World is Not Enough,N64,Electronic Arts,Shooter,1.6,1.13,0.38,0.02,3.5,2000
Tom Clancy's Ghost Recon Advanced Warfighter,X360,Ubisoft,Shooter,1.5,1.4,0.02,0.02,2.1,2006
Resident Evil: The Umbrella Chronicles    Read the review,Wii,Capcom,Shooter,1.5,0.67,0.43,0.29,2.8,2007
Turok: Dinosaur Hunter,N64,Acclaim Entertainment,Shooter,1.5,1.14,0.32,0.05,2.1,1997
Tom Clancy's Ghost Recon: Future Soldier,X360,Ubisoft,Shooter,1.5,0.94,0.4,0.02,2.3,2012
007: Quantum of Solace,X360,Activision,Shooter,1.5,0.82,0.51,0.01,3.2,2008
Homefront    Read the review,X360,THQ,Shooter,1.5,0.83,0.48,0.02,3,2011
Duck Hunt,NES,Nintendo,Shooter,28.3,26.93,0.63,0.28,9.6,1985
Call of Duty: Modern Warfare 3,X360,Activision,Shooter,14.8,9.07,4.29,0.13,9.9,2011
Call of Duty: Black Ops II    Read the review,X360,Activision,Shooter,13.9,8.27,4.32,0.07,9,2012
Call of Duty: Modern Warfare 2    Read the review,X360,Activision,Shooter,13.5,8.54,3.63,0.08,9.3,2009
Call of Duty: Modern Warfare 3    Read the review,PS3,Activision,Shooter,13.4,5.54,5.78,0.49,10,2011
Halo 3    Read the review,X360,Microsoft Game Studios,Shooter,12.1,7.97,2.81,0.13,8.3,2007
Call of Duty: Ghosts,X360,Activision,Shooter,10.4,6.76,2.64,0.04,10,2013
Halo: Reach    Read the review,X360,Microsoft Game Studios,Shooter,10,7.08,2.01,0.08,8.7,2010
Call of Duty 4: Modern Warfare,X360,Activision,Shooter,9.4,5.98,2.39,0.13,7.6,2007
Halo 2,XB,Microsoft Game Studios,Shooter,8.5,6.82,1.53,0.05,8.9,2004
GoldenEye 007,N64,Nintendo,Shooter,8.1,5.8,2.01,0.13,7.6,1997
Call of Duty: Advanced Warfare,PS4,Activision,Shooter,7.5,2.84,3.34,0.14,6.9,2014
Call of Duty: Black Ops 3,XOne,Activision,Shooter,7.4,4.63,2.04,0.02,6.3,2015
Battlefield 1,PS4,Electronic Arts,Shooter,7.3,2.2,3.65,0.29,5.6,2016
Splatoon 2,NS,Nintendo,Shooter,7,1.9,1.8,3.01,6.2,2017
Gears of War 2    Read the review,X360,Microsoft Game Studios,Shooter,6.8,4.15,1.91,0.06,5.5,2008
Halo: Combat Evolved,XB,Microsoft,Shooter,6.4,4.98,1.3,0.08,5,2001
Gears of War    Read the review,X360,Microsoft Game Studios,Shooter,6.1,3.54,1.88,0.07,4.5,2006
Medal of Honor: Rising Sun,PS2,Electronic Arts,Shooter,5.1,1.98,2.23,0.13,5,2003
Link's Crossbow Training    Read the review,Wii,Nintendo,Shooter,5,3.05,1.17,0.29,3.1,2007
Splatoon    Read the review,WiiU,Nintendo,Shooter,4.7,1.58,1.3,1.56,3.2,2015
Star Wars Battlefront II (2017),PS4,Electronic Arts,Shooter,4.5,1.7,1.99,0.12,2.8,2017
Resistance: Fall of Man    Read the review,PS3,Sony Computer Entertainment,Shooter,4.4,1.74,1.72,0.14,2.7,2006
Call of Duty: Advanced Warfare,X360,Activision,Shooter,4.3,2.81,1.13,0,2.5,2014
Call of Duty: Advanced Warfare,PS3,Activision,Shooter,4.3,1.59,1.81,0.2,3.4,2014
Star Wars Battlefront (2015),XOne,Electronic Arts,Shooter,4.2,2.49,1.26,0.02,3,2015
Half-Life,PC,Sierra Entertainment,Shooter,4.1,4.03,0,0.09,3,1998
Star Fox 64,N64,Nintendo,Shooter,4,2.78,0.58,0.64,3.3,1997
Battlefield 4,PS4,Electronic Arts,Shooter,3.9,1.4,1.74,0.19,2.5,2013
Battlefield 4    Read the review,PS3,Electronic Arts,Shooter,3.6,1.31,1.5,0.27,2.4,2013
Star Wars Battlefront,PS2,LucasArts,Shooter,3.6,1.93,1.22,0.03,2,2004
Star Wars Battlefront II,PS2,LucasArts,Shooter,3.6,2.18,1.02,0.03,3.1,2005
James Bond 007: Agent Under Fire,PS2,Electronic Arts,Shooter,3.5,1.9,1.13,0.1,2.6,2001
Battlefield: Bad Company 2,X360,Electronic Arts,Shooter,3.5,2.11,1.01,0.04,3.5,2010
Halo: The Master Chief Collection    Read the review,XOne,Microsoft Studios,Shooter,3.4,2.06,1.04,0.03,2.4,2014
Max Payne,PS2,Rockstar Games,Shooter,3.3,1.99,1.05,0.05,3.7,2001
Titanfall,XOne,Electronic Arts,Shooter,3.1,1.88,0.91,0.04,2.3,2014
Borderlands 2,X360,2K Games,Shooter,3.1,1.89,0.88,0.04,3.7,2013
Killzone 2    Read the review,PS3,Sony Computer Entertainment,Shooter,3,1.4,1.07,0.08,2.1,2009
Far Cry 3    Read the review,X360,Ubisoft,Shooter,3,1.38,1.33,0.02,3.7,2012
SOCOM II: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Shooter,2.9,2.22,0.51,0.06,3.1,2003
Call of Duty: Finest Hour,PS2,Activision,Shooter,2.9,1.51,1.12,0.01,4,2004
BioShock    Read the review,X360,2K Games,Shooter,2.8,1.65,0.85,0.05,2.1,2007
Medal of Honor,PS3,Electronic Arts,Shooter,2.8,1.28,1.04,0.07,3.3,2010
Call of Duty 3,X360,Activision,Shooter,2.7,1.49,0.92,0.02,2.3,2006
Medal of Honor    Read the review,X360,Electronic Arts,Shooter,2.6,1.58,0.8,0.04,3.3,2010
Resistance 2    Read the review,PS3,Sony Computer Entertainment,Shooter,2.5,1.15,0.84,0.1,2.8,2008
Halo: Combat Evolved Anniversary    Read the review,X360,Microsoft Studios,Shooter,2.4,1.44,0.71,0.04,2.8,2011
BioShock 2    Read the review,X360,2K Games,Shooter,2.2,1.45,0.54,0.02,3.9,2010
Battlefield: Hardline,PS4,Electronic Arts,Shooter,2.2,0.72,0.97,0.14,3.2,2015
Tom Clancy's Rainbow Six: Vegas,X360,Ubisoft,Shooter,2,1.09,0.65,0.02,2.7,2006
Call of Duty: Black Ops 3,PS3,Activision,Shooter,2,0.65,0.92,0.07,3.1,2015
Turok 2: Seeds of Evil,N64,Acclaim Entertainment,Shooter,1.9,1.37,0.41,0.04,2.9,1998
BioShock Infinite,PS3,2K Games,Shooter,1.8,0.74,0.74,0.04,3.9,2013
Metroid Prime 3: Corruption,Wii,Nintendo,Shooter,1.8,0.89,0.74,0.07,3.5,2007
Dishonored,X360,Bethesda Softworks,Shooter,1.7,1.06,0.5,0.01,2.5,2013
Titanfall 2,PS4,Electronic Arts,Shooter,1.7,0.75,0.62,0.06,3.7,2016
Call of Duty Black Ops: Declassified,PSV,Activision,Shooter,1.7,0.74,0.52,0.07,3.4,2012
SOCOM 3: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Shooter,1.7,1.22,0.34,0.04,2.3,2005
Super Scope 6,SNES,Nintendo,Shooter,1.6,1.06,0.38,0.15,2.4,1992
Rage,X360,Bethesda Softworks,Shooter,1.6,0.82,0.6,0.03,3.4,2011
BioShock 2    Read the review,PS3,2K Games,Shooter,1.6,0.85,0.46,0.02,3.7,2010
007: The World is Not Enough,N64,Electronic Arts,Shooter,1.6,1.13,0.38,0.02,2.3,2000
Tom Clancy's Ghost Recon Advanced Warfighter,X360,Ubisoft,Shooter,1.5,1.4,0.02,0.02,3.2,2006
Resident Evil: The Umbrella Chronicles    Read the review,Wii,Capcom,Shooter,1.5,0.67,0.43,0.29,3.6,2007
Turok: Dinosaur Hunter,N64,Acclaim Entertainment,Shooter,1.5,1.14,0.32,0.05,2.3,1997
Tom Clancy's Ghost Recon: Future Soldier,X360,Ubisoft,Shooter,1.5,0.94,0.4,0.02,3.4,2012
007: Quantum of Solace,X360,Activision,Shooter,1.5,0.82,0.51,0.01,3.2,2008
Homefront    Read the review,X360,THQ,Shooter,1.5,0.83,0.48,0.02,3,2011
BioShock    Read the review,PS3,2K Games,Shooter,1.4,0.75,0.48,0.01,3.2,2008
Medal of Honor: Warfighter,PS3,Electronic Arts,Shooter,1.4,0.49,0.64,0.06,4,2012
Deus Ex: Human Revolution    Read the review,X360,Square Enix,Shooter,1.4,0.77,0.47,0.02,2.9,2011
Crysis 2    Read the review,X360,Electronic Arts,Shooter,1.4,0.73,0.5,0.02,3.4,2011
Gradius,NES,Konami,Shooter,1.4,0.27,0.08,1,2.2,1986
Lost Planet: Extreme Condition,X360,Capcom,Shooter,1.3,1.09,0.04,0.1,3.8,2007
Crysis 2,PS3,Electronic Arts,Shooter,1.3,0.48,0.57,0.06,2.6,2011
MAG: Massive Action Game    Read the review,PS3,Sony Computer Entertainment,Shooter,1.3,0.77,0.3,0.09,2,2010
Borderlands: The Handsome Collection,PS4,2K Games,Shooter,1.3,0.69,0.34,0.03,3.9,2015
Hogan's Alley,NES,Nintendo,Shooter,1.3,0.68,0.16,0.41,2.6,1985
SOCOM: U.S. Navy SEALs Confrontation,PS3,Sony Computer Entertainment,Shooter,1.3,0.94,0.17,0.02,3.3,2008
Tom Clancy's Rainbow Six: Vegas,PS3,Ubisoft,Shooter,1.2,0.47,0.53,0.03,2.5,2007
Ratchet: Deadlocked,PS2,Sony Computer Entertainment,Shooter,1.2,0.85,0.03,0.22,2.8,2005
Star Wars Battlefront II,PSP,LucasArts,Shooter,1.2,1.05,0.06,0.01,3.3,2005
SolarStriker,GB,Nintendo,Shooter,1.2,0.4,0.39,0.36,3.7,1990
Resident Evil: Operation Raccoon City,PS3,Capcom,Shooter,1.2,0.48,0.24,0.36,3.7,2012
Jet Force Gemini,N64,Rare,Shooter,1.2,0.78,0.28,0.07,2.7,1999
007: Quantum of Solace,PS3,Activision,Shooter,1.1,0.43,0.51,0.02,2.2,2008
Plants vs Zombies: Garden Warfare,X360,Electronic Arts,Shooter,1.1,0.54,0.5,0,3.1,2014
Medal of Honor: Airborne,X360,Electronic Arts,Shooter,1.1,0.45,0.52,0.01,2.6,2007
Star Fox: Assault,GC,Nintendo,Shooter,1.1,0.68,0.18,0.19,3.8,2005
Call of Duty 4: Modern Warfare,DS,Activision,Shooter,1,0.95,0.02,0.01,2.4,2007
Prey (2017),PS4,Bethesda Softworks,Shooter,1,0.25,0.62,0.02,3.1,2017
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,Ubisoft,Shooter,1,0.34,0.48,0.02,3.4,2007
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,Ubisoft,Shooter,1,0.87,0.05,0.02,2,2007
Evolve    Read the review,PS4,2K Games,Shooter,1,0.38,0.41,0.05,3.5,2015
1942,NES,Capcom,Shooter,1,0.65,0.14,0.21,2.1,1986
Haze,PS3,Ubisoft,Shooter,1,0.49,0.33,0.02,2.9,2008
Sniper Elite V2,PS3,505 Games,Shooter,1,0.38,0.4,0.06,2.5,2012
Tom Clancy's Ghost Recon: Future Soldier,PS3,Ubisoft,Shooter,1,0.41,0.33,0.09,2.6,2012
Star Soldier,NES,Taxan,Shooter,1,0.32,0.06,0.57,2.2,1988
Crysis 3,PS3,Electronic Arts,Shooter,0.9,0.26,0.48,0.03,3,2013
